the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac,NTAname
POINT (-73.91711885987036 40.69810885199184),3,Brooklyn,304,37,53,18,7,Knickerbocker Avenue and Menahan Street,Brooklyn,03/05/2021,-73.91711886,40.69810828,X,AREA OF MINIMAL FLOOD HAZARD,,Bushwick (East)
POINT (-73.87197014909846 40.687249762176044),3,Brooklyn,305,37,54,18,7,Etna Street at Hemlock Street,Brooklyn,09/19/2020,-73.87197015,40.68724976,X,AREA OF MINIMAL FLOOD HAZARD,,Cypress Hills
POINT (-73.73913524299508 40.72459854907291),4,Queens,413,23,33,11,3,Springfield Boulevard and 92nd Avenue,Queens,10/12/2022,-73.73913524,40.72459855,X,AREA OF MINIMAL FLOOD HAZARD,,Queens Village
POINT (-73.97350763654885 40.74378315313912),1,Manhattan,106,2,74,59,12,1 Avenue and East 34 Street,Manhattan,06/02/2022,-73.97350764,40.74378315,AE,,2,Murray Hill-Kips Bay
POINT (-73.91181223943214 40.81388321718227),2,Bronx,201,8,84,29,15,East 149th Street and Eagle Avenue,Bronx,10/16/2022,-73.91181224,40.81388322,X,AREA OF MINIMAL FLOOD HAZARD,6,Mott Haven-Port Morris
POINT (-73.92018401280639 40.64703064303013),3,Brooklyn,317,45,58,19,9,Ralph Avenue with Beverly Road and Avenue B,Brooklyn,01/27/2021,-73.9201841,40.64703015,X,AREA OF MINIMAL FLOOD HAZARD,5,East Flatbush-Remsen Village
POINT (-74.00482631426485 40.70966100210019),1,Manhattan,101,1,65,27,10,Gold Street and Beekman Street,Manhattan,09/20/2013,-74.00482613,40.70966054,X,AREA OF MINIMAL FLOOD HAZARD,5,Financial District-Battery Park City
POINT (-73.86943692829259 40.86138196062948),2,Bronx,211,15,78,33,15,Waring Avenue and Barker Avenue,Bronx,08/26/2019,-73.86943688,40.86138145,X,AREA OF MINIMAL FLOOD HAZARD,,Allerton
POINT (-73.9920526506636 40.6903458974177),3,Brooklyn,302,33,52,26,10,Court Street and State Street,Brooklyn,03/30/2014,-73.99205253,40.69034545,X,AREA OF MINIMAL FLOOD HAZARD,,Brooklyn Heights
POINT (-73.97875164364416 40.71993506597286),1,Manhattan,103,2,65,27,10,East Houston Street with Avenue D and Columbia Street,Manhattan,12/04/2018,-73.97875164,40.71993507,X,AREA OF MINIMAL FLOOD HAZARD,3,East Village
POINT (-73.7439839553075 40.730277377924544),4,Queens,413,23,24,11,3,Hillside Avenue and Braddock Avenue,Queens,07/05/2022,-73.74398396,40.73027738,X,AREA OF MINIMAL FLOOD HAZARD,,Queens Village
POINT (-74.00405825239606 40.71313591092271),1,Manhattan,101,1,66,27,10,Centre Street and Chambers Street,Manhattan,09/03/2021,-74.00405806,40.71313544,X,AREA OF MINIMAL FLOOD HAZARD,5,Tribeca-Civic Center
POINT (-73.9928417850409 40.730079204124806),1,Manhattan,102,1,66,27,10,Broadway and Astor Place,Manhattan,07/18/2018,-73.99284157,40.73007868,X,AREA OF MINIMAL FLOOD HAZARD,,Greenwich Village
POINT (-73.99658175527163 40.616554960508516),3,Brooklyn,311,43,49,17,11,17 Avenue and 72 Street,Brooklyn,04/12/2020,-73.99658176,40.61655496,X,AREA OF MINIMAL FLOOD HAZARD,,Bensonhurst
POINT (-73.98090380406896 40.73788614554311),1,Manhattan,106,2,74,59,12,2 Avenue and East 23 Street,Manhattan,05/04/2018,-73.9809038,40.73788615,X,AREA OF MINIMAL FLOOD HAZARD,4,Gramercy
POINT (-73.85405318959236 40.74815944124338),4,Queens,481,21,35,13,6,111 Street and 46 Avenue,Queens,01/15/2021,-73.85405319,40.74815944,X,AREA OF MINIMAL FLOOD HAZARD,6,Flushing Meadows-Corona Park
POINT (-74.2393712863591 40.52822468550059),5,Staten Island,503,51,62,24,11,Arthur Kill Road with Veterans Road and Allentown Lane,Staten Island,10/31/2022,-74.23937129,40.52822469,X,AREA OF MINIMAL FLOOD HAZARD,,Tottenville-Charleston
POINT (-73.78568587432561 40.70793581995103),4,Queens,412,27,29,11,5,Jamaica Avenue and 175th Street,Queens,07/08/2019,-73.78568611,40.70793505,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica
POINT (-73.80359866625402 40.67455282205026),4,Queens,410,28,31,10,5,Rockaway Boulevard and 135th Street,Queens,11/03/2021,-73.8035989,40.6745521,X,AREA OF MINIMAL FLOOD HAZARD,6,South Ozone Park
POINT (-73.98357187176332 40.68878597750903),3,Brooklyn,302,33,52,26,10,Livingston Street and Bond Street,Brooklyn,05/16/2013,-73.98357177,40.68878552,X,AREA OF MINIMAL FLOOD HAZARD,,Downtown Brooklyn-DUMBO-Boerum Hill
POINT (-73.9075049882679 40.741864056618205),4,Queens,402,26,30,12,6,Queens Boulevard and 58th Street,Queens,01/20/2014,-73.90750493,40.74186341,X,AREA OF MINIMAL FLOOD HAZARD,,Woodside
POINT (-73.8020485780667 40.76083667307044),4,Queens,407,19,26,16,3,Northern Boulevard and 164th Street,Queens,08/11/2022,-73.80204858,40.76083667,X,AREA OF MINIMAL FLOOD HAZARD,,Murray Hill-Broadway Flushing
POINT (-73.86032428891839 40.83319908243433),2,Bronx,209,18,87,34,14,Hugh Grant Circle and Westchester Avenue (East),Bronx,09/02/2022,-73.86032429,40.83319908,X,AREA OF MINIMAL FLOOD HAZARD,5,Castle Hill-Unionport
POINT (-73.9868455564747 40.77657061368931),1,Manhattan,107,6,67,47,12,West End Avenue and Pedestrian Crossing (120’ north of West 67th Street),Manhattan,09/11/2017,-73.98684556,40.77657061,X,AREA OF MINIMAL FLOOD HAZARD,,Upper West Side-Lincoln Square
POINT (-73.96221950477735 40.71786127867459),3,Brooklyn,301,33,50,59,7,Wythe Avenue at North 4th Street,Brooklyn,09/21/2020,-73.9622195,40.71786128,X,AREA OF MINIMAL FLOOD HAZARD,4,Williamsburg
POINT (-73.77712383606129 40.71426195431586),4,Queens,408,24,24,11,5,Hillside Avenue and 185th Street,Queens,10/20/2022,-73.77712384,40.71426195,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica Estates-Holliswood
POINT (-73.97318551043273 40.63852392614137),3,Brooklyn,312,39,44,21,9,Ocean Parkway and Cortelyou Road,Brooklyn,10/13/2022,-73.97318551,40.63852393,X,AREA OF MINIMAL FLOOD HAZARD,,Kensington
POINT (-73.8267569760044 40.87893854046915),2,Bronx,210,12,82,36,14,Co-Op City Boulevard and Rombouts Avenue and Carver Loop West,Bronx,10/13/2015,-73.82675699,40.87893799,X,AREA OF MINIMAL FLOOD HAZARD,4,Co-op City
POINT (-73.75294950655255 40.763030998432036),4,Queens,411,19,26,11,3,Northern Boulevard and Alley Pond Environmental Center (750’ East of Cross Island NB),Queens,08/30/2018,-73.75294951,40.763031,AE,,1,Alley Pond Park
POINT (-73.97169620367113 40.76031158804414),1,Manhattan,105,4,73,28,12,Park Avenue and East 55th Street,Manhattan,05/02/2022,-73.9716962,40.76031159,X,AREA OF MINIMAL FLOOD HAZARD,,East Midtown-Turtle Bay
POINT (-73.9093068860995 40.66409737712286),3,Brooklyn,316,41,55,25,8,Rockaway Avenue and Dumont Avenue,Brooklyn,07/07/2022,-73.90930689,40.66409738,X,AREA OF MINIMAL FLOOD HAZARD,6,Brownsville
POINT (-73.90267908502958 40.67579077298326),3,Brooklyn,305,37,55,25,8,Atlantic Avenue with East New York Avenue and Williams Place,Brooklyn,11/26/2019,-73.90267915,40.67579021,X,AREA OF MINIMAL FLOOD HAZARD,,Ocean Hill
POINT (-73.84579789977214 40.85120043428021),2,Bronx,211,13,82,34,14,Morris Park Avenue and Albert Einstein College of Medicine (mid-block),Bronx,11/01/2011,-73.8457979,40.85119987,X,AREA OF MINIMAL FLOOD HAZARD,6,Morris Park
POINT (-73.77355071550136 40.73607312955542),4,Queens,408,23,25,16,6,73 Avenue and 199 Street,Queens,11/16/2022,-73.77355072,40.73607313,X,AREA OF MINIMAL FLOOD HAZARD,,Fresh Meadows-Utopia
POINT (-73.95280371614652 40.71846165069253),3,Brooklyn,301,33,50,59,7,Roebling Street and North 11 Street,Brooklyn,12/09/2022,-73.95280372,40.71846165,AE,,3,Williamsburg
POINT (-73.99927976367916 40.602457743393856),3,Brooklyn,311,43,47,17,11,Benson Avenue at Bay 25th Street,Brooklyn,01/06/2020,-73.99927976,40.60245774,X,AREA OF MINIMAL FLOOD HAZARD,6,Bath Beach
POINT (-73.96033595368561 40.66410982148003),3,Brooklyn,309,35,57,20,9,Franklin Avenue and Sullivan Place,Brooklyn,08/29/2022,-73.96033595,40.66410982,X,AREA OF MINIMAL FLOOD HAZARD,,Crown Heights (South)
POINT (-73.96986898241408 40.63419457515673),3,Brooklyn,312,40,44,21,9,18 Avenue and East 8 Street,Brooklyn,01/13/2021,-73.96986898,40.63419458,X,AREA OF MINIMAL FLOOD HAZARD,,Kensington
POINT (-73.89347513128226 40.84286291633501),2,Bronx,206,15,79,32,15,Crotona Avenue and East 175th Street,Bronx,09/30/2022,-73.89347513,40.84286292,X,AREA OF MINIMAL FLOOD HAZARD,,Tremont
POINT (-73.97251078260201 40.79914650185782),1,Manhattan,107,6,69,47,12,Riverside Drive and West 101st Street (mid-block),Manhattan,02/13/2019,-73.97251056,40.79914602,X,AREA OF MINIMAL FLOOD HAZARD,,Upper West Side-Manhattan Valley
POINT (-73.83753587454986 40.69135914345496),4,Queens,409,28,38,15,5,Atlantic Avenue and 108th Street,Queens,06/17/2022,-73.83753587,40.69135914,X,AREA OF MINIMAL FLOOD HAZARD,,Richmond Hill
POINT (-73.98147295041785 40.689932973036214),3,Brooklyn,302,35,52,26,10,Flatbush Avenue and Dekalb Avenue,Brooklyn,10/16/2015,-73.98147285,40.68993251,X,AREA OF MINIMAL FLOOD HAZARD,,Downtown Brooklyn-DUMBO-Boerum Hill
POINT (-73.93038729847952 40.76666793047346),4,Queens,401,22,36,59,14,21st Street and 31st Road,Queens,07/12/2019,-73.93038717,40.76666733,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,Old Astoria-Hallets Point
POINT (-73.8705631883555 40.871510654857374),2,Bronx,212,15,80,36,15,Bronx Park East with Bronx Boulevard and Burke Avenue,Bronx,12/04/2022,-73.87056319,40.87151065,X,AREA OF MINIMAL FLOOD HAZARD,,Bronx Park
POINT (-74.17242665224802 40.62744822333615),5,Staten Island,501,49,63,23,11,Forest Avenue and Home Depot (West Exit/Enter),Staten Island,08/06/2022,-74.17242665,40.62744822,X,AREA OF MINIMAL FLOOD HAZARD,2,Mariner's Harbor-Arlington-Graniteville
POINT (-73.95140413109493 40.59938188643079),3,Brooklyn,315,48,41,22,8,Avenue U and Ocean Avenue,Brooklyn,06/29/2016,-73.95140427,40.59938153,X,AREA OF MINIMAL FLOOD HAZARD,4,Madison
POINT (-73.85805989377532 40.86304227967178),2,Bronx,211,13,80,36,15,Williamsbridge Road between Mace Avenue and Waring Avenue,Bronx,06/29/2022,-73.85805989,40.86304228,X,AREA OF MINIMAL FLOOD HAZARD,,Pelham Gardens
POINT (-73.95716794353882 40.63540440558202),3,Brooklyn,314,45,42,21,9,Farragut Road and East 21st Street,Brooklyn,04/21/2022,-73.957168,40.635404,X,AREA OF MINIMAL FLOOD HAZARD,5,Flatbush
POINT (-73.93338011203315 40.74092161524404),4,Queens,402,26,37,12,7,48th Avenue and 32nd Place,Queens,04/22/2022,-73.93338,40.740921,X,AREA OF MINIMAL FLOOD HAZARD,5,Sunnyside
POINT (-73.89958542292172 40.67134100816094),3,Brooklyn,305,42,55,19,8,Pitkin Avenue at Williams Avenue,Brooklyn,01/21/2020,-73.89958542,40.67134101,X,AREA OF MINIMAL FLOOD HAZARD,,East New York (North)
POINT (-73.99458578022548 40.71369031026508),1,Manhattan,103,1,65,27,10,East Broadway between Catherine Street and Market Street,Manhattan,02/23/2016,-73.9945856,40.71368982,X,AREA OF MINIMAL FLOOD HAZARD,6,Chinatown-Two Bridges
POINT (-73.95398385453566 40.62355639152748),3,Brooklyn,314,45,42,21,9,Avenue K and East 22nd Street,Brooklyn,02/02/2022,-73.95398394,40.623556,X,AREA OF MINIMAL FLOOD HAZARD,,Midwood
POINT (-73.8291337435497 40.757523934096604),4,Queens,407,20,40,16,6,Main Street and 41st Road,Queens,12/05/2016,-73.82913384,40.7575232,X,AREA OF MINIMAL FLOOD HAZARD,,Flushing-Willets Point
POINT (-73.99070780510328 40.68913809763919),3,Brooklyn,302,33,52,26,10,Atlantic Avenue and Boerum Place,Brooklyn,04/25/2012,-73.99070769,40.68913765,X,AREA OF MINIMAL FLOOD HAZARD,,Brooklyn Heights
POINT (-73.97905619197962 40.76177117351461),1,Manhattan,105,4,75,28,12,West 53rd Street between 5th and 6th Avenues,Manhattan,10/03/2016,-73.97905596,40.76177062,X,AREA OF MINIMAL FLOOD HAZARD,,Midtown-Times Square
POINT (-73.73863118434238 40.675502361735845),4,Queens,413,31,29,14,5,Merrick Boulevard and 231st Street,Queens,09/26/2014,-73.73863149,40.67550155,X,AREA OF MINIMAL FLOOD HAZARD,6,Laurelton
POINT (-73.88087536522879 40.85612150254548),2,Bronx,206,15,78,33,15,Southern Boulevard and East 189th Street (mid-block),Bronx,03/11/2019,-73.8808753,40.856121,X,AREA OF MINIMAL FLOOD HAZARD,,Bronx Park
POINT (-74.10811288304646 40.630255761578205),5,Staten Island,501,49,63,24,11,Forest Avenue and Davis Avenue,Staten Island,08/30/2019,-74.10811294,40.63025558,X,AREA OF MINIMAL FLOOD HAZARD,,West New Brighton-Silver Lake-Grymes Hill
POINT (-73.91875977974219 40.624093698137564),3,Brooklyn,318,46,59,21,8,Avenue L and East 59th Street,Brooklyn,09/30/2022,-73.91875978,40.6240937,X,AREA OF MINIMAL FLOOD HAZARD,3,Flatlands
POINT (-73.7963934872322 40.709533485679486),4,Queens,408,24,29,11,5,Hillside Avenue with Merrick Boulevard and 166th Street,Queens,12/02/2016,-73.7963937,40.70953273,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica Hills-Briarwood
POINT (-74.08449848274664 40.648229017854064),5,Staten Island,501,49,61,23,11,Richmond Terrace and St Peters Place,Staten Island,06/29/2022,-74.08449848,40.64822902,X,AREA OF MINIMAL FLOOD HAZARD,2,St. George-New Brighton
POINT (-73.97959191887661 40.57944275936947),3,Brooklyn,313,48,46,23,8,West 12th Street between Surf Avenue and Neptune Avenue (mid-block),Brooklyn,04/08/2019,-73.97959207,40.5794425,AE,,1,Coney Island-Sea Gate
POINT (-73.98950536824995 40.767815967365124),1,Manhattan,104,6,67,47,12,10 Avenue and West 55 Street,Manhattan,09/05/2017,-73.98950537,40.76781597,X,AREA OF MINIMAL FLOOD HAZARD,6,Hell's Kitchen
POINT (-73.99484275651614 40.75029444108724),1,Manhattan,105,3,75,28,12,8th Avenue between West 31st and West 32nd Streets,Manhattan,06/25/2016,-73.99484249,40.75029388,X,AREA OF MINIMAL FLOOD HAZARD,,Midtown South-Flatiron-Union Square
POINT (-73.98785251149194 40.58581564243657),3,Brooklyn,313,47,46,23,8,Cropsey Avenue and Bay 49th Street,Brooklyn,10/28/2015,-73.98785264,40.58581539,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,Gravesend (South)
POINT (-73.98425801352647 40.71520997665362),1,Manhattan,103,1,65,27,10,Grand Street and Ridge Street,Manhattan,02/23/2016,-73.98425785,40.71520947,X,AREA OF MINIMAL FLOOD HAZARD,6,Lower East Side
POINT (-73.95783219526477 40.81631946616576),1,Manhattan,109,7,70,30,13,Broadway with West 126th Street and 129th Street,Manhattan,04/13/2022,-73.957832,40.816319,X,AREA OF MINIMAL FLOOD HAZARD,,Manhattanville-West Harlem
POINT (-74.00959192936809 40.73873493379005),1,Manhattan,102,3,66,47,10,West Street and Horatio Street (mid-block),Manhattan,03/20/2019,-74.00959167,40.73873443,AE,,1,West Village
POINT (-74.19301027345368 40.534325895208305),5,Staten Island,503,51,62,24,11,Huguenot Avenue and Drumgoole Road East,Staten Island,11/16/2022,-74.19301027,40.5343259,X,AREA OF MINIMAL FLOOD HAZARD,,Annadale-Huguenot-Prince's Bay-Woodrow
POINT (-74.0055219572926 40.70579039184922),1,Manhattan,101,1,65,27,10,Maiden Lane at Front Street,Manhattan,06/27/2014,-74.00552196,40.70579039,AE,,1,Financial District-Battery Park City
POINT (-73.79237697971665 40.753071212082226),4,Queens,407,19,26,16,6,Utopia Parkway and Hollis Court Boulevard,Queens,07/14/2022,-73.79237698,40.75307121,X,AREA OF MINIMAL FLOOD HAZARD,,Auburndale
POINT (-73.73892695219577 40.714222840661606),4,Queens,413,27,33,14,5,Hempstead Avenue and 217th Lane,Queens,08/25/2022,-73.73892695,40.71422284,X,AREA OF MINIMAL FLOOD HAZARD,,Queens Village
POINT (-73.78784489205181 40.711812688712975),4,Queens,408,24,29,11,5,Hillside Avenue and 175th Street,Queens,08/09/2019,-73.78784512,40.71181192,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica Estates-Holliswood
POINT (-73.85790681124921 40.68087910122891),4,Queens,409,32,23,15,7,101 Avenue and 81 Street,Queens,07/05/2020,-73.85790681,40.6808791,X,AREA OF MINIMAL FLOOD HAZARD,4,Ozone Park (North)
POINT (-73.96200741200944 40.805509573099044),1,Manhattan,109,7,69,30,13,Amsterdam Avenue and West 114th Street,Manhattan,08/12/2016,-73.96200721,40.80550909,X,AREA OF MINIMAL FLOOD HAZARD,,Morningside Heights
POINT (-73.94463909990885 40.70231385922715),3,Brooklyn,301,34,53,18,7,Broadway and Bartlett Street,Brooklyn,01/12/2021,-73.94463904,40.70231332,X,AREA OF MINIMAL FLOOD HAZARD,4,East Williamsburg
POINT (-73.95406211215725 40.7192475547734),3,Brooklyn,301,33,50,59,7,Driggs Avenue and North 11th Street,Brooklyn,04/11/2022,-73.954062,40.719247,AE,,3,Williamsburg
POINT (-73.8367885623628 40.8655447661819),2,Bronx,212,13,80,36,14,East Gunhill Road and Waldbaums Center Driveway (450' E/O Gunther Avenue),Bronx,10/09/2022,-73.83678856,40.86554477,X,AREA OF MINIMAL FLOOD HAZARD,6,Pelham Gardens
POINT (-73.83628225509817 40.83917015251106),2,Bronx,210,13,82,34,14,East Tremont Avenue and Dudley Avenue,Bronx,05/14/2022,-73.83628226,40.83917015,X,AREA OF MINIMAL FLOOD HAZARD,,Throgs Neck-Schuylerville
POINT (-73.97418391922449 40.60946263638737),3,Brooklyn,311,44,47,17,9,65th Street and Dahill Road,Brooklyn,01/06/2021,-73.97418401,40.60946231,X,AREA OF MINIMAL FLOOD HAZARD,,Bensonhurst
POINT (-73.97268635911827 40.68741702196697),3,Brooklyn,302,35,57,25,7,Lafayette Avenue and Cumberland Street,Brooklyn,01/05/2022,-73.97268628,40.68741655,X,AREA OF MINIMAL FLOOD HAZARD,,Fort Greene
POINT (-73.95310352186628 40.671790205528424),3,Brooklyn,308,35,57,20,9,Rogers Avenue and St Johns Place,Brooklyn,09/10/2019,-73.95310351,40.67178973,X,AREA OF MINIMAL FLOOD HAZARD,,Crown Heights (North)
POINT (-73.85886469625785 40.73594030175003),4,Queens,404,21,35,13,14,Long Island Expressway North Service Road at 99th Street,Queens,01/13/2020,-73.8588647,40.7359403,X,AREA OF MINIMAL FLOOD HAZARD,6,Corona
POINT (-73.93871543557918 40.59402622432784),3,Brooklyn,315,46,41,23,8,Avenue X and Brown Street,Brooklyn,06/05/2018,-73.9387156,40.59402585,X,AREA OF MINIMAL FLOOD HAZARD,3,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
POINT (-73.9047865597458 40.87892444833349),2,Bronx,208,11,81,31,13,Broadway and West 231 Street,Bronx,12/22/2022,-73.90478656,40.87892445,X,AREA OF MINIMAL FLOOD HAZARD,2,Kingsbridge-Marble Hill
POINT (-73.90369132785331 40.85870931248062),2,Bronx,207,14,86,33,13,Jerome Avenue and East 183rd Street,Bronx,09/01/2019,-73.90369122,40.85870885,X,AREA OF MINIMAL FLOOD HAZARD,,Fordham Heights
POINT (-73.91833955114538 40.82338526718371),2,Bronx,204,16,79,29,15,Park Avenue and East 158th Street,Bronx,12/12/2019,-73.91833943,40.82338476,X,AREA OF MINIMAL FLOOD HAZARD,,Concourse-Concourse Village
POINT (-73.86657225982202 40.72148802186735),4,Queens,406,29,28,15,6,Woodhaven Boulevard and 64th Road,Queens,09/25/2019,-73.86657232,40.72148735,X,AREA OF MINIMAL FLOOD HAZARD,,Rego Park
POINT (-73.87055229591024 40.73332081030579),4,Queens,404,25,39,12,6,Queens Boulevard (westbound) and Woodhaven Boulevard,Queens,03/14/2012,-73.87055233,40.73332013,X,AREA OF MINIMAL FLOOD HAZARD,6,Elmhurst
POINT (-73.78395284001142 40.73079846743729),4,Queens,408,24,25,16,6,75th Avenue and 186th Street,Queens,08/31/2022,-73.78395284,40.73079847,X,AREA OF MINIMAL FLOOD HAZARD,,Fresh Meadows-Utopia
POINT (-74.00734307407141 40.73358971142101),1,Manhattan,102,3,66,27,10,Greenwich Street and West 10th Street,Manhattan,01/09/2022,-74.00734283,40.73358921,X,AREA OF MINIMAL FLOOD HAZARD,5,West Village
POINT (-73.90112957423065 40.8796295032823),2,Bronx,208,14,81,31,13,Bailey Avenue and West 233 Street,Bronx,12/02/2022,-73.90112957,40.8796295,X,AREA OF MINIMAL FLOOD HAZARD,5,Kingsbridge Heights-Van Cortlandt Village
POINT (-73.78566212864264 40.75796182237794),4,Queens,411,19,26,16,6,Northern Boulevard and 196th Street,Queens,01/13/2021,-73.78566232,40.75796104,X,AREA OF MINIMAL FLOOD HAZARD,,Auburndale
POINT (-73.7956055538681 40.70084682065472),4,Queens,412,28,32,14,5,Liberty Avenue between 160 Street and Guy R Brewer Boulevard,Queens,12/09/2022,-73.79560555,40.70084682,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica
POINT (-73.89149830431917 40.68097116818254),3,Brooklyn,305,37,54,18,7,Jamaica Avenue and Hendrix Street,Brooklyn,09/24/2021,-73.89149838,40.68097058,X,AREA OF MINIMAL FLOOD HAZARD,,Cypress Hills
POINT (-74.10981187014934 40.5791130589304),5,Staten Island,502,50,64,24,11,North Railroad Avenue and Fremont Avenue,Staten Island,12/11/2019,-74.10981212,40.57911289,X,AREA OF MINIMAL FLOOD HAZARD,6,New Dorp-Midland Beach
POINT (-73.78535085827214 40.71228566251301),4,Queens,408,24,29,11,5,Hillside Avenue and 178th Street/Edgerton Boulevard,Queens,02/08/2017,-73.78535109,40.71228489,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica Estates-Holliswood
POINT (-73.92608230765815 40.8087340851775),2,Bronx,201,8,84,29,15,Alexander Avenue between East 135th Street and East 137th Street (mid-block),Bronx,03/25/2020,-73.92608231,40.80873409,X,AREA OF MINIMAL FLOOD HAZARD,4,Mott Haven-Port Morris
POINT (-74.01150509230635 40.702960097073316),1,Manhattan,101,1,61,27,10,Water Street and Broad Street,Manhattan,08/30/2022,-74.01150509,40.7029601,AE,,1,Financial District-Battery Park City
POINT (-74.15524461591858 40.618431924221774),5,Staten Island,501,49,63,23,11,Richmond Avenue and Jules Drive,Staten Island,07/07/2022,-74.15524462,40.61843192,X,AREA OF MINIMAL FLOOD HAZARD,6,Mariner's Harbor-Arlington-Graniteville
POINT (-74.18031039386847 40.52609012402385),5,Staten Island,503,51,62,24,11,Hylan Boulevard at Arbutus Avenue,Staten Island,01/05/2020,-74.18031039,40.52609012,X,AREA OF MINIMAL FLOOD HAZARD,5,Annadale-Huguenot-Prince's Bay-Woodrow
POINT (-73.98705570128408 40.74214192511509),1,Manhattan,105,2,74,28,12,Madison Avenue and East 25th Street,Manhattan,11/12/2021,-73.98705547,40.74214137,X,AREA OF MINIMAL FLOOD HAZARD,,Midtown South-Flatiron-Union Square
